h5_index,set_type,cluster_label
30368,train,3
30369,train,2
30370,train,1
30371,train,4
30372,train,0
30373,train,2
30374,train,1
30375,train,0
30376,train,4
30377,train,1
30378,train,5
30379,train,5
30380,train,3
30381,train,2
30382,train,0
30383,train,1
30384,train,5
30385,train,4
30386,train,4
30387,train,1
30388,train,2
30389,train,5
30390,train,4
30391,train,5
30392,train,4
30393,train,1
30394,train,0
30395,train,2
30396,train,2
30397,train,3
30398,train,4
30399,train,2
30400,train,4
30401,train,0
30402,train,1
30403,train,4
30404,train,1
30405,train,0
30406,train,1
30407,train,5
30408,train,1
30409,train,3
30410,train,0
30411,train,0
30412,train,4
30413,train,0
30414,train,4
30415,train,0
30416,train,4
30417,train,0
30418,train,3
30419,train,1
30420,train,1
30421,train,5
30422,train,1
30423,train,1
30424,train,5
30425,train,3
30426,train,0
30427,train,1
30428,train,1
30429,train,4
30430,train,4
30431,train,0
30432,train,1
30433,train,0
30434,train,2
30435,train,4
30436,train,1
30437,train,5
30438,train,1
30439,train,1
30440,train,0
30441,train,2
30442,train,5
30443,train,2
30444,train,0
30445,train,4
30446,train,4
30447,train,0
30448,train,0
30449,train,0
30450,train,5
30451,train,1
30452,train,0
30453,train,2
30454,train,1
30455,train,1
30456,train,1
30457,train,1
30458,train,5
30459,train,5
30460,train,2
30461,train,1
30462,train,2
30463,train,5
30464,train,4
30465,train,0
30466,train,1
30467,train,4
30468,train,1
30469,train,5
30470,train,2
30471,train,0
30472,train,2
30473,train,1
30474,train,5
30475,train,5
30476,train,4
30477,train,1
30478,train,1
30479,train,5
30480,train,1
30481,train,5
30482,train,2
30483,train,1
30484,train,1
30485,train,1
30486,train,5
30487,train,1
30488,train,0
30489,train,2
30490,train,4
30491,train,2
30492,train,1
30493,train,4
30494,train,4
30495,train,2
30496,train,4
30497,train,2
30498,train,0
30499,train,1
30500,train,4
30501,train,0
30502,train,2
30503,train,2
30504,train,0
30505,train,1
30506,train,5
30507,train,4
30508,train,4
30509,train,2
30510,train,0
30511,train,5
30512,train,1
30513,train,4
30514,train,0
30515,train,4
30516,train,1
30517,train,3
30518,train,2
30519,train,0
30520,train,0
30521,train,1
30522,train,1
30523,train,0
30524,train,4
30525,train,0
30526,train,1
30527,train,0
30528,train,1
30529,train,2
30530,train,1
30531,train,4
30532,train,1
30533,train,0
30534,train,2
30535,train,3
30536,train,0
30537,train,0
30538,train,1
30539,train,1
30540,train,2
30541,train,5
30542,train,4
30543,train,5
30544,train,1
30545,train,1
30546,train,1
30547,train,0
30548,train,1
30549,train,1
30550,train,1
30551,train,0
30552,train,2
30553,train,4
30554,train,1
30555,train,4
30556,train,5
30557,train,4
30558,train,3
30559,train,0
30560,train,2
30561,train,1
30562,train,4
30563,train,3
30564,train,0
30565,train,5
30566,train,1
30567,train,5
30568,train,4
30569,train,1
30570,train,0
30571,train,1
30572,train,5
30573,train,1
30574,train,5
30575,train,0
30576,train,1
30577,train,0
30578,train,5
30579,train,0
30580,train,4
30581,train,1
30582,train,5
30583,train,5
30584,train,5
30585,train,0
30586,train,1
30587,train,4
30588,train,3
30589,train,1
30590,train,3
30591,train,5
30592,train,1
30593,train,4
30594,train,5
30595,train,2
30596,train,1
30597,train,5
30598,train,2
30599,train,1
30600,train,4
30601,train,2
30602,train,2
30603,train,2
30604,train,0
30605,train,0
30606,train,4
30607,train,1
30608,train,1
30609,train,0
30610,train,5
30611,train,1
30612,train,5
30613,train,4
30614,train,3
30615,train,1
30616,train,0
30617,train,1
30618,train,5
30619,train,0
30620,train,4
30621,train,5
30622,train,0
30623,train,3
30624,train,2
30625,train,1
30626,train,1
30627,train,2
30628,train,2
30629,train,1
30630,train,4
30631,train,5
30632,train,2
30633,train,5
30634,train,1
30635,train,0
30636,train,5
30637,train,1
30638,train,0
30639,train,1
30640,train,0
30641,train,2
30642,train,0
30643,train,1
30644,train,4
30645,train,1
30646,train,5
30647,train,5
30648,train,4
30649,train,1
30650,train,0
30651,train,1
30652,train,1
30653,train,2
30654,train,0
30655,train,5
30656,train,1
30657,train,3
30658,train,1
30659,train,4
30660,train,3
30661,train,0
30662,train,0
30663,train,1
30664,train,5
30665,train,2
30666,train,5
30667,train,4
30668,train,0
30669,train,5
30670,train,2
30671,train,1
30672,train,2
30673,train,1
30674,train,3
30675,train,4
30676,train,1
30677,train,2
30678,train,1
30679,train,1
30680,train,2
30681,train,1
30682,train,3
30683,train,2
30684,train,0
30685,train,4
30686,train,5
30687,train,5
30688,train,0
30689,train,1
30690,train,4
30691,train,1
30692,train,1
30693,train,3
30694,train,5
30695,train,1
30696,train,1
30697,train,3
30698,train,2
30699,train,3
30700,train,1
30701,train,1
30702,train,5
30703,train,2
30704,train,2
30705,train,1
30706,train,2
30707,train,4
30708,train,1
30709,train,1
30710,train,4
30711,train,0
30712,train,1
30713,train,2
30714,train,0
30715,train,4
30716,train,5
30717,train,1
30718,train,1
30719,train,5
30720,train,5
30721,train,1
30722,train,4
30723,train,1
30724,train,5
30725,train,2
30726,train,1
30727,train,4
30728,train,5
30729,train,1
30730,train,2
30731,train,4
30732,train,1
30733,train,1
30734,train,2
30735,train,2
30736,train,1
30737,train,1
30738,train,1
30739,train,4
30740,train,1
30741,train,1
30742,train,1
30743,train,4
30744,train,0
30745,train,1
30746,train,0
30747,train,4
30748,train,1
30749,train,4
30750,train,0
30751,train,1
30752,train,5
30753,train,1
30754,train,3
30755,train,3
30756,train,2
30757,train,0
30758,train,4
30759,train,4
30760,train,1
30761,train,5
30762,train,1
30763,train,1
30764,train,0
30765,train,0
30766,train,1
30767,train,5
30768,train,5
30769,train,4
30770,train,3
30771,train,1
30772,train,5
30773,train,0
30774,train,2
30775,train,1
30776,train,1
30777,train,1
30778,train,4
30779,train,1
30780,train,1
30781,train,1
30782,train,5
30783,train,0
30784,train,5
30785,train,3
30786,train,2
30787,train,0
30788,train,1
30789,train,0
30790,train,4
30791,train,3
30792,train,1
30793,train,1
30794,train,1
30795,train,1
30796,train,0
30797,train,1
30798,train,1
30799,train,5
30800,train,4
30801,train,1
30802,train,1
30803,train,5
30804,train,1
30805,train,5
30806,train,3
30807,train,1
30808,train,0
30809,train,2
30810,train,5
30811,train,2
30812,train,1
30813,train,5
30814,train,1
30815,train,3
30816,train,5
30817,train,5
30818,train,5
30819,train,0
30820,train,1
30821,train,5
30822,train,4
30823,train,0
30824,train,2
30825,train,0
30826,train,1
30827,train,1
30828,train,1
30829,train,0
30830,train,5
30831,train,1
30832,train,5
30833,train,5
30834,train,1
30835,train,4
30836,train,1
30837,train,2
30838,train,4
30839,train,1
30840,train,1
30841,train,4
30842,train,1
30843,train,3
30844,train,1
30845,train,4
30846,train,2
30847,train,5
30848,train,4
30849,train,1
30850,train,1
30851,train,0
30852,train,4
30853,train,3
30854,train,2
30855,train,2
30856,train,0
30857,train,5
30858,train,1
30859,train,5
30860,train,5
30861,train,5
30862,train,1
30863,train,3
30864,train,1
30865,train,1
30866,train,1
30867,train,1
30868,train,4
30869,train,3
30870,train,2
30871,train,2
30872,train,2
30873,train,5
30874,train,0
30875,train,2
30876,train,1
30877,train,1
30878,train,1
30879,train,2
30880,train,5
30881,train,1
30882,train,0
30883,train,0
30884,train,0
30885,train,1
30886,train,1
30887,train,2
30888,train,2
30889,train,4
30890,train,4
30891,train,1
30892,train,1
30893,train,1
30894,train,0
30895,train,0
30896,train,1
30897,train,3
30898,train,5
30899,train,5
30900,train,5
30901,train,0
30902,train,4
30903,train,1
30904,train,0
30905,train,3
30906,train,1
30907,train,1
30908,train,3
30909,train,0
30910,train,5
30911,train,5
30912,train,5
30913,train,5
30914,train,2
30915,train,5
30916,train,0
30917,train,1
30918,train,5
30919,train,1
30920,train,0
30921,train,1
30922,train,1
30923,train,1
30924,train,4
30925,train,1
30926,train,5
30927,train,1
30928,train,2
30929,train,5
30930,train,1
30931,train,2
30932,train,5
30933,train,5
30934,train,4
30935,train,0
30936,train,0
30937,train,3
30938,train,1
30939,train,1
30940,train,1
30941,train,5
30942,train,2
30943,train,1
30944,train,0
30945,train,1
30946,train,2
30947,train,1
30948,train,5
30949,train,5
30950,train,1
30951,train,1
30952,train,1
30953,train,1
30954,train,0
30955,train,5
30956,train,3
30957,train,4
30958,train,1
30959,train,5
30960,train,0
30961,train,0
30962,train,4
30963,train,1
30964,train,4
30965,train,2
30966,train,1
30967,train,0
30968,train,5
30969,train,2
30970,train,4
30971,train,5
30972,train,5
30973,train,5
30974,train,1
30975,train,0
30976,train,1
30977,train,4
30978,train,0
30979,train,4
30980,train,1
30981,train,1
30982,train,0
30983,train,1
30984,train,5
30985,train,0
30986,train,4
30987,train,5
30988,train,0
30989,train,5
30990,train,4
30991,train,5
30992,train,4
30993,train,2
30994,train,1
30995,train,1
30996,train,1
30997,train,1
30998,train,0
30999,train,4
31000,train,1
31001,train,4
31002,train,1
31003,train,5
31004,train,0
31005,train,1
31006,train,0
31007,train,5
31008,train,0
31009,train,1
31010,train,4
31011,train,1
31012,train,1
31013,train,2
31014,train,1
31015,train,5
31016,train,1
31017,train,1
31018,train,4
31019,train,5
31020,train,0
31021,train,0
31022,train,2
31023,train,5
31024,train,1
31025,train,1
31026,train,4
31027,train,1
31028,train,1
31029,train,4
31030,train,1
31031,train,5
31032,train,4
31033,train,5
31034,train,1
31035,train,5
31036,train,1
31037,train,1
31038,train,0
31039,train,1
31040,train,5
31041,train,0
31042,train,1
31043,train,4
31044,train,4
31045,train,1
31046,train,5
31047,train,0
31048,train,2
31049,train,2
31050,train,1
31051,train,2
31052,train,1
31053,train,5
31054,train,1
31055,train,1
31056,train,5
31057,train,5
31058,train,5
31059,train,0
31060,train,0
31061,train,3
31062,train,3
31063,train,0
31064,train,4
31065,train,0
31066,train,1
31067,train,5
31068,train,1
31069,train,2
31070,train,5
31071,train,3
31072,train,1
31073,train,4
31074,train,1
31075,train,1
31076,train,5
31077,train,0
31078,train,4
31079,train,3
31080,train,5
31081,train,1
31082,train,1
31083,train,5
31084,train,2
31085,train,5
31086,train,5
31087,train,0
31088,train,5
31089,train,1
31090,train,1
31091,train,2
31092,train,1
31093,train,5
31094,train,2
31095,train,5
31096,train,0
31097,train,2
31098,train,2
31099,train,3
31100,train,5
31101,train,1
31102,train,2
31103,train,2
31104,train,1
31105,train,5
31106,train,5
31107,train,1
31108,train,2
31109,train,1
31110,train,1
31111,train,1
31112,train,1
31113,train,4
31114,train,4
31115,train,5
31116,train,5
31117,train,5
31118,train,5
31119,train,4
31120,train,1
31121,train,1
31122,train,1
31123,train,1
31124,train,0
31125,train,1
31126,train,2
31127,train,0
31128,train,1
31129,train,5
31130,train,1
31131,train,2
31132,train,1
31133,train,1
31134,train,0
31135,train,2
31136,train,0
31137,train,4
31138,train,5
31139,train,4
31140,train,3
31141,train,1
31142,train,4
31143,train,2
31144,train,0
31145,train,2
31146,train,1
31147,train,1
31148,train,3
31149,train,4
31150,train,0
31151,train,5
31152,train,1
31153,train,5
31154,train,5
31155,train,5
31156,train,0
31157,train,0
31158,train,4
31159,train,5
31160,train,1
31161,train,1
31162,train,5
31163,train,4
31164,train,3
31165,train,1
31166,train,5
31167,train,1
31168,train,3
31169,train,1
31170,train,1
31171,train,5
31172,train,1
31173,train,1
31174,train,5
31175,train,4
31176,train,1
31177,train,1
31178,train,2
31179,train,0
31180,train,2
31181,train,5
31182,train,1
31183,train,4
31184,train,4
31185,train,1
31186,train,2
31187,train,0
31188,train,5
31189,train,0
31190,train,2
31191,train,4
31192,train,5
31193,train,0
31194,train,1
31195,train,0
31196,train,4
31197,train,5
31198,train,0
31199,train,1
31200,train,1
31201,train,0
31202,train,1
31203,train,5
31204,train,0
31205,train,1
31206,train,4
31207,train,3
31208,train,5
31209,train,0
31210,train,5
31211,train,3
31212,train,0
31213,train,5
31214,train,4
31215,train,1
31216,train,5
31217,train,5
31218,train,1
31219,train,4
31220,train,4
31221,train,0
31222,train,5
31223,train,3
31224,train,4
31225,train,5
31226,train,4
31227,train,0
31228,train,2
31229,train,5
31230,train,5
31231,train,1
31232,train,0
31233,train,5
31234,train,0
31235,train,1
31236,train,3
31237,train,4
31238,train,5
31239,train,0
31240,train,2
31241,train,0
31242,train,4
31243,train,1
31244,train,1
31245,train,2
31246,train,1
31247,train,1
31248,train,4
31249,train,0
31250,train,4
31251,train,1
31252,train,0
31253,train,4
31254,train,5
31255,train,1
31256,train,1
31257,train,1
31258,train,5
31259,train,4
31260,train,1
31261,train,1
31262,train,5
31263,train,4
31264,train,4
31265,train,4
31266,train,0
31267,train,1
31268,train,2
31269,train,1
31270,train,0
31271,train,1
31272,train,1
31273,train,0
31274,train,2
31275,train,1
31276,train,2
31277,train,1
31278,train,4
31279,train,4
31280,train,4
31281,train,5
31282,train,5
31283,train,4
31284,train,1
31285,train,1
31286,train,5
31287,train,4
31288,train,5
31289,train,5
31290,train,5
31291,train,3
31292,train,4
31293,train,0
31294,train,1
31295,train,5
31296,train,1
31297,train,3
31298,train,4
31299,train,5
31300,train,1
31301,train,5
31302,train,5
31303,train,5
31304,train,0
31305,train,5
31306,train,1
31307,train,4
31308,train,1
31309,train,1
31310,train,2
31311,train,2
31312,train,1
31313,train,0
31314,train,1
31315,train,5
31316,train,1
31317,train,1
31318,train,4
31319,train,1
31320,train,4
31321,train,0
31322,train,1
31323,train,1
31324,train,0
31325,train,4
31326,train,0
31327,train,0
31328,train,5
31329,train,2
31330,train,3
31331,train,1
31332,train,2
31333,train,3
31334,train,2
31335,train,2
31336,train,2
31337,train,1
31338,train,1
31339,train,2
31340,train,3
31341,train,1
31342,train,0
31343,train,1
31344,train,2
31345,train,1
31346,train,5
31347,train,5
31348,train,5
31349,train,0
31350,train,5
31351,train,1
31352,train,2
31353,train,4
31354,train,0
31355,train,1
31356,train,1
31357,train,5
31358,train,0
31359,train,3
31360,train,1
31361,train,5
31362,train,5
31363,train,1
31364,train,5
31365,train,0
31366,train,2
31367,train,4
31368,train,1
31369,train,1
31370,train,1
31371,train,4
31372,train,5
31373,train,1
31374,train,1
31375,train,0
31376,train,1
31377,train,0
31378,train,1
31379,train,4
31380,train,5
31381,train,1
31382,train,4
31383,train,3
31384,train,1
31385,train,2
31386,train,0
31387,train,1
31388,train,5
31389,train,3
31390,train,1
31391,train,4
31392,train,2
31393,train,4
31394,train,1
31395,train,0
31396,train,2
31397,train,1
31398,train,3
31399,train,0
31400,train,5
31401,train,5
31402,train,5
31403,train,1
31404,train,5
31405,train,4
31406,train,4
31407,train,5
31408,train,4
31409,train,2
31410,train,5
31411,train,2
31412,train,1
31413,train,1
31414,train,1
31415,train,5
31416,train,1
31417,train,3
31418,train,1
31419,train,0
31420,train,4
31421,train,4
31422,train,5
31423,train,2
31424,train,1
31425,train,1
31426,train,3
31427,train,1
31428,train,1
31429,train,1
31430,train,0
31431,train,5
31432,train,0
31433,train,4
31434,train,0
31435,train,2
31436,train,5
31437,train,5
31438,train,4
31439,train,5
31440,train,4
31441,train,5
31442,train,4
31443,train,5
31444,train,2
31445,train,1
31446,train,5
31447,train,4
31448,train,1
31449,train,2
31450,train,4
31451,train,5
31452,train,0
31453,train,4
31454,train,0
31455,train,3
31456,train,1
31457,train,1
31458,train,1
31459,train,4
31460,train,0
31461,train,2
31462,train,1
31463,train,5
31464,train,5
31465,train,0
31466,train,5
31467,train,1
31468,train,1
31469,train,4
31470,train,0
31471,train,1
31472,train,5
31473,train,0
31474,train,2
31475,train,0
31476,train,0
31477,train,4
31478,train,1
31479,train,1
31480,train,5
31481,train,5
31482,train,4
31483,train,5
31484,train,5
31485,train,4
31486,train,5
31487,train,1
31488,train,1
31489,train,0
31490,train,2
31491,train,4
31492,train,1
31493,train,4
31494,train,0
31495,train,0
31496,train,5
31497,train,1
31498,train,0
31499,train,0
31500,train,0
31501,train,1
31502,train,2
31503,train,1
31504,train,1
31505,train,1
31506,train,5
31507,train,2
31508,train,1
31509,train,0
31510,train,5
31511,train,5
31512,train,1
31513,train,0
31514,train,5
31515,train,1
31516,train,1
31517,train,1
31518,train,2
31519,train,0
31520,train,3
31521,train,4
31522,train,0
31523,train,0
31524,train,0
31525,train,1
31526,train,0
31527,train,1
31528,train,4
31529,train,1
31530,train,2
31531,train,0
31532,train,5
31533,train,5
31534,train,0
31535,train,3
31536,train,1
31537,train,2
31538,train,1
31539,train,5
31540,train,4
31541,train,1
31542,train,5
31543,train,4
31544,train,1
31545,train,5
31546,train,0
31547,train,1
31548,train,1
31549,train,0
31550,train,2
31551,train,4
31552,train,0
31553,train,4
31554,train,1
31555,train,5
31556,train,4
31557,train,4
31558,train,4
31559,train,5
31560,train,0
31561,train,1
31562,train,1
31563,train,2
31564,train,5
31565,train,5
31566,train,1
31567,train,1
31568,train,5
31569,train,1
31570,train,2
31571,train,1
31572,train,0
31573,train,1
31574,train,0
31575,train,1
31576,train,1
31577,train,5
31578,train,1
31579,train,0
31580,train,5
31581,train,3
31582,train,1
31583,train,1
31584,train,1
31585,train,1
31586,train,1
31587,train,5
31588,train,1
31589,train,5
31590,train,5
31591,train,2
31592,train,1
31593,train,5
31594,train,0
31595,train,5
31596,train,0
31597,train,1
31598,train,5
31599,train,4
31600,train,2
31601,train,1
31602,train,4
31603,train,3
31604,train,4
31605,train,0
31606,train,2
31607,train,4
31608,train,4
31609,train,2
31610,train,4
31611,train,5
31612,train,4
31613,train,1
31614,train,3
31615,train,5
31616,train,5
31617,train,1
31618,train,4
31619,train,3
31620,train,1
31621,train,5
31622,train,0
31623,train,1
31624,train,4
31625,train,5
31626,train,1
31627,train,5
31628,train,2
31629,train,5
31630,train,4
31631,train,1
31632,train,1
31633,train,1
31634,train,1
31635,train,1
31636,train,1
31637,train,1
31638,train,1
31639,train,4
31640,train,5
31641,train,5
31642,train,4
31643,train,1
31644,train,5
31645,train,4
31646,train,1
31647,train,5
31648,train,1
31649,train,5
31650,train,1
31651,train,0
31652,train,1
31653,train,1
31654,train,5
31655,train,5
31656,train,5
31657,train,1
31658,train,2
31659,train,1
31660,train,5
31661,train,1
31662,train,1
31663,train,2
31664,train,1
31665,train,5
31666,train,5
31667,train,2
31668,train,2
31669,train,3
31670,train,0
31671,train,0
31672,train,3
31673,train,5
31674,train,0
31675,train,1
31676,train,5
31677,train,2
31678,train,1
31679,train,1
31680,train,4
31681,train,5
31682,train,4
31683,train,1
31684,train,1
31685,train,4
31686,train,0
31687,train,0
31688,train,4
31689,train,2
31690,train,4
31691,train,5
31692,train,1
31693,train,1
31694,train,3
31695,train,2
31696,train,4
31697,train,1
31698,train,5
31699,train,1
31700,train,4
31701,train,1
31702,train,5
31703,train,0
31704,train,2
31705,train,4
31706,train,3
31707,train,2
31708,train,4
31709,train,4
31710,train,1
31711,train,1
31712,train,3
31713,train,2
31714,train,1
31715,train,0
31716,train,5
31717,train,4
31718,train,5
31719,train,5
31720,train,1
31721,train,3
31722,train,4
31723,train,1
31724,train,1
31725,train,0
31726,train,5
31727,train,5
31728,train,1
31729,train,2
31730,train,1
31731,train,1
31732,train,5
31733,train,2
31734,train,0
31735,train,4
31736,train,1
31737,train,2
31738,train,4
31739,train,1
31740,train,0
31741,train,5
31742,train,5
31743,train,1
31744,train,1
31745,train,1
31746,train,1
31747,train,1
31748,train,2
31749,train,5
31750,train,2
31751,train,0
31752,train,1
31753,train,1
31754,train,5
31755,train,2
31756,train,4
31757,train,0
31758,train,5
31759,train,1
31760,train,1
31761,train,4
31762,train,1
31763,train,0
31764,train,0
31765,train,4
31766,train,4
31767,train,4
31768,train,4
31769,train,5
31770,train,1
31771,train,1
31772,train,2
31773,train,0
31774,train,3
31775,train,1
31776,train,2
31777,train,0
31778,train,1
31779,train,2
31780,train,2
31781,train,4
31782,train,1
31783,train,4
31784,train,4
31785,train,0
31786,train,4
31787,train,1
31788,train,1
31789,train,4
31790,train,5
31791,train,5
31792,train,3
31793,train,5
31794,train,4
31795,train,1
31796,train,1
31797,train,2
31798,train,2
31799,train,5
31800,train,5
31801,train,2
31802,train,2
31803,train,4
31804,train,2
31805,train,4
31806,train,0
31807,train,2
31808,train,0
31809,train,1
31810,train,1
31811,train,1
31812,train,1
31813,train,1
31814,train,4
31815,train,2
31816,train,1
31817,train,1
31818,train,2
31819,train,2
31820,train,5
31821,train,1
31822,train,1
31823,train,3
31824,train,1
31825,train,1
31826,train,5
31827,train,0
31828,train,4
31829,train,2
31830,train,5
31831,train,4
31832,train,5
31833,train,1
31834,train,4
31835,train,5
31836,train,4
31837,train,0
31838,train,1
31839,train,1
31840,train,1
31841,train,1
31842,train,1
31843,train,4
31844,train,1
31845,train,4
31846,train,5
31847,train,4
31848,train,5
31849,train,2
31850,train,1
31851,train,4
31852,train,1
31853,train,1
31854,train,5
31855,train,1
31856,train,1
31857,train,1
31858,train,1
31859,train,5
31860,train,1
31861,train,5
31862,train,1
31863,train,2
31864,train,3
31865,train,4
31866,train,2
31867,train,0
31868,train,2
31869,train,1
31870,train,1
31871,train,4
31872,train,1
31873,train,5
31874,train,3
31875,train,4
31876,train,1
31877,train,1
31878,train,5
31879,train,0
31880,train,4
31881,train,1
31882,train,0
31883,train,1
31884,train,4
31885,train,3
31886,train,0
31887,train,4
31888,train,4
31889,train,1
31890,train,1
31891,train,0
31892,train,4
31893,train,1
31894,train,0
31895,train,2
31896,train,5
31897,train,1
31898,train,5
31899,train,1
31900,train,0
31901,train,0
31902,train,3
31903,train,0
31904,train,1
31905,train,5
31906,train,1
31907,train,4
31908,train,0
31909,train,3
31910,train,5
31911,train,1
31912,train,2
31913,train,1
31914,train,5
31915,train,0
31916,train,4
31917,train,0
31918,train,5
31919,train,1
31920,train,3
31921,train,1
31922,train,0
31923,train,1
31924,train,4
31925,train,0
31926,train,1
31927,train,2
31928,train,5
31929,train,2
31930,train,4
31931,train,4
31932,train,2
31933,train,4
31934,train,0
31935,train,1
31936,train,1
31937,train,0
31938,train,4
31939,train,4
31940,train,5
31941,train,1
31942,train,4
31943,train,1
31944,train,0
31945,train,4
31946,train,1
31947,train,0
31948,train,5
31949,train,1
31950,train,3
31951,train,1
31952,train,0
31953,train,1
31954,train,3
31955,train,5
31956,train,2
31957,train,5
31958,train,3
31959,train,5
31960,train,5
31961,train,2
31962,train,1
31963,train,4
31964,train,2
31965,train,1
31966,train,1
31967,train,2
31968,train,1
31969,train,1
31970,train,3
31971,train,1
31972,train,4
31973,train,4
31974,train,5
31975,train,4
31976,train,0
31977,train,3
31978,train,4
31979,train,1
31980,train,2
31981,train,1
31982,train,0
31983,train,1
31984,train,5
31985,train,4
31986,train,1
31987,train,5
31988,train,4
31989,train,0
31990,train,1
31991,train,0
31992,train,1
31993,train,2
31994,train,5
31995,train,3
31996,train,5
31997,train,4
31998,train,5
31999,train,0
32000,train,1
32001,train,1
32002,train,2
32003,train,1
32004,train,4
32005,train,0
32006,train,4
32007,train,5
32008,train,2
32009,train,0
32010,train,0
32011,train,1
32012,train,1
32013,train,5
32014,train,1
32015,train,2
32016,train,0
32017,train,1
32018,train,1
32019,train,4
32020,train,2
32021,train,5
32022,train,4
32023,train,1
32024,train,4
32025,train,1
32026,train,3
32027,train,4
32028,train,1
32029,train,1
32030,train,0
32031,train,2
32032,train,5
32033,train,4
32034,train,5
32035,train,1
32036,train,5
32037,train,1
32038,train,1
32039,train,4
32040,train,1
32041,train,4
32042,train,1
32043,train,1
32044,train,4
32045,train,2
32046,train,1
32047,train,3
32048,train,2
32049,train,3
32050,train,5
32051,train,1
32052,train,3
32053,train,3
32054,train,5
32055,train,0
32056,train,4
32057,train,0
32058,train,1
32059,train,1
32060,train,0
32061,train,1
32062,train,5
32063,train,1
32064,train,0
32065,train,4
32066,train,0
32067,train,1
32068,train,0
32069,train,5
32070,train,1
32071,train,4
32072,train,0
32073,train,2
32074,train,5
32075,train,1
32076,train,0
32077,train,4
32078,train,4
32079,train,1
32080,train,5
32081,train,4
32082,train,5
32083,train,2
32084,train,1
32085,train,2
32086,train,2
32087,train,3
32088,train,1
32089,train,0
32090,train,1
32091,train,2
32092,train,0
32093,train,4
32094,train,0
32095,train,1
32096,train,0
32097,train,5
32098,train,5
32099,train,1
32100,train,4
32101,train,1
32102,train,1
32103,train,4
32104,train,1
32105,train,1
32106,train,2
32107,train,3
32108,train,1
32109,train,1
32110,train,4
32111,train,1
32112,train,1
32113,train,2
32114,train,2
32115,train,0
32116,train,2
32117,train,5
32118,train,3
32119,train,4
32120,train,1
32121,train,5
32122,train,1
32123,train,5
32124,train,0
32125,train,1
32126,train,4
32127,train,5
32128,train,4
32129,train,0
32130,train,0
32131,train,5
32132,train,1
32133,train,5
32134,train,1
32135,train,0
32136,train,0
32137,train,1
32138,train,1
32139,train,1
32140,train,1
32141,train,3
32142,train,5
32143,train,5
32144,train,2
32145,train,1
32146,train,5
32147,train,5
32148,train,5
32149,train,5
32150,train,2
32151,train,5
32152,train,0
32153,train,5
32154,train,5
32155,train,2
32156,train,1
32157,train,1
32158,train,4
32159,train,0
32160,train,1
32161,train,4
32162,train,0
32163,train,4
32164,train,1
32165,train,1
32166,train,5
32167,train,1
32168,train,1
32169,train,0
32170,train,1
32171,train,5
32172,train,4
32173,train,4
32174,train,1
32175,train,1
32176,train,2
32177,train,4
32178,train,1
32179,train,0
32180,train,1
32181,train,1
32182,train,2
32183,train,2
32184,train,1
32185,train,1
32186,train,1
32187,train,1
32188,train,2
32189,train,5
32190,train,2
32191,train,0
32192,train,3
32193,train,0
32194,train,1
32195,train,0
32196,train,5
32197,train,0
32198,train,1
32199,train,5
32200,train,5
32201,train,0
32202,train,2
32203,train,1
32204,train,3
32205,train,5
32206,train,0
32207,train,0
32208,train,1
32209,train,0
32210,train,5
32211,train,1
32212,train,5
32213,train,2
32214,train,1
32215,train,4
32216,train,1
32217,train,0
32218,train,4
32219,train,1
32220,train,4
32221,train,0
32222,train,5
32223,train,3
32224,train,1
32225,train,1
32226,train,1
32227,train,5
32228,train,1
32229,train,5
32230,train,5
32231,train,1
32232,train,4
32233,train,4
32234,train,1
32235,train,5
32236,train,2
32237,train,1
32238,train,4
32239,train,1
32240,train,1
32241,train,0
32242,train,2
32243,train,1
32244,train,1
32245,train,2
32246,train,1
32247,train,5
32248,train,0
32249,train,1
32250,train,4
32251,train,4
32252,train,1
32253,train,0
32254,train,4
32255,train,5
32256,train,1
32257,train,1
32258,train,1
32259,train,5
32260,train,4
32261,train,5
32262,train,1
32263,train,0
32264,train,5
32265,train,2
32266,train,1
32267,train,1
32268,train,0
32269,train,0
32270,train,4
32271,train,1
32272,train,0
32273,train,4
32274,train,4
32275,train,1
32276,train,0
32277,train,1
32278,train,4
32279,train,5
32280,train,5
32281,train,2
32282,train,5
32283,train,0
32284,train,1
32285,train,0
32286,train,1
32287,train,2
32288,train,0
32289,train,4
32290,train,0
32291,train,3
32292,train,0
32293,train,1
32294,train,1
32295,train,2
32296,train,4
32297,train,4
32298,train,1
32299,train,5
32300,train,2
32301,train,0
32302,train,1
32303,train,3
32304,train,5
32305,train,1
32306,train,3
32307,train,0
32308,train,1
32309,train,1
32310,train,0
32311,train,4
32312,train,2
32313,train,0
32314,train,1
32315,train,2
32316,train,1
32317,train,1
32318,train,4
32319,train,4
32320,train,2
32321,train,1
32322,train,2
32323,train,0
32324,train,2
32325,train,5
32326,train,2
32327,train,1
32328,train,3
32329,train,1
32330,train,4
32331,train,1
32332,train,1
32333,train,5
32334,train,5
32335,train,1
32336,train,4
32337,train,5
32338,train,1
32339,train,4
32340,train,4
32341,train,4
32342,train,0
32343,train,5
32344,train,4
32345,train,1
32346,train,4
32347,train,4
32348,train,2
32349,train,1
32350,train,2
32351,train,1
32352,train,2
32353,train,5
32354,train,1
32355,train,1
32356,train,3
32357,train,1
32358,train,1
32359,train,2
32360,train,5
32361,train,1
32362,train,5
32363,train,0
32364,train,1
